Студент,Группа,Дисциплина,Семестр,Учебный год,Оценка,Специальность,Форма обучения,Квалификация,Статус
3934567346376E4B7A7454434F5A446161464C624E773D3D,4D785466786F7158514572757A49616D634F55485A673D3D,Режимы и надежность энергосистем,8,2018/2019,3,13.03.02 Электроэнергетика и электротехника,Очная,Бакалавр,Отчисленный
3934567346376E4B7A7454434F5A446161464C624E773D3D,4D785466786F7158514572757A49616D634F55485A673D3D,Экономика 2.4,6,2017/2018,4,13.03.02 Электроэнергетика и электротехника,Очная,Бакалавр,Отчисленный
3934567346376E4B7A7454434F5A446161464C624E773D3D,4D785466786F7158514572757A49616D634F55485A673D3D,Электрические машины,5,2017/2018,4,13.03.02 Электроэнергетика и электротехника,Очная,Бакалавр,Отчисленный
3934567346376E4B7A7454434F5A446161464C624E773D3D,4D785466786F7158514572757A49616D634F55485A673D3D,Электрические станции и подстанции,6,2017/2018,4,13.03.02 Электроэнергетика и электротехника,Очная,Бакалавр,Отчисленный
39354B68354A746A3065684B456868444779514F31413D3D,7030614C424745562F44776245684544484C423745773D3D,Дефекты в твердых телах и модифицирование материалов,3,2016/2017,2,03.04.02 Физика,Очная,Магистр,Отчисленный
39354B68354A746A3065684B456868444779514F31413D3D,7030614C424745562F44776245684544484C423745773D3D,"Изотопный, химический и структурный анализ поверхности методами атомной физики",3,2016/2017,2,03.04.02 Физика,Очная,Магистр,Отчисленный
3936513047427944795064784E4163635256426A59513D3D,5531526B2B58656B57725971386C6547424E503538673D3D,Промышленные контроллеры,5,2017/2018,2,15.03.06 Мехатроника и робототехника,Очная,Бакалавр,Отчисленный
393658457A5570437A506F6357784335654C516250413D3D,474F38335462344F317047446A4E384730516E6D7A513D3D,"Анатомия, физиология и биофизика",1,2015/2016,4,14.04.02 Ядерные физика и технологии,Очная,Магистр,Отчисленный
393658457A5570437A506F6357784335654C516250413D3D,474F38335462344F317047446A4E384730516E6D7A513D3D,Современные методы лучевой терапии. Основы планирования лучевой терапии,3,2016/2017,2,14.04.02 Ядерные физика и технологии,Очная,Магистр,Отчисленный
3936656B2B2F336A5665666D4E6569377365423755773D3D,5254504474696E31476A365948704356427343317A413D3D,Экономика 2.7,6,2017/2018,4,14.03.02 Ядерные физика и технологии,Очная,Бакалавр,Отчисленный
3937626547515166397A3241364A6F573970463771413D3D,6C51716663784B6D4D6B623336572F6B3058705078673D3D,Детали машин и основы проектирования 2,7,2018/2019,2,35.03.06 Агроинженерия,Заочная,Бакалавр,Отчисленный
3937626547515166397A3241364A6F573970463771413D3D,6C51716663784B6D4D6B623336572F6B3058705078673D3D,Машины и оборудование в растениеводстве,8,2018/2019,2,35.03.06 Агроинженерия,Заочная,Бакалавр,Отчисленный
3937626547515166397A3241364A6F573970463771413D3D,6C51716663784B6D4D6B623336572F6B3058705078673D3D,Проектирование предприятий технического сервиса,10,2019/2020,2,35.03.06 Агроинженерия,Заочная,Бакалавр,Отчисленный
3937626547515166397A3241364A6F573970463771413D3D,6C51716663784B6D4D6B623336572F6B3058705078673D3D,Тракторы и автомобили,9,2019/2020,2,35.03.06 Агроинженерия,Заочная,Бакалавр,Отчисленный
39396170754468394D55474E6178777537466C4F37413D3D,5459503267574F4F5143412B694D74387342533354773D3D,Управленческий учет и аудит,3,2016/2017,3,38.04.02 Менеджмент,Очно-заочная,Магистр,Отчисленный
39397336774343336A374A3861727279644F384E2F673D3D,4758636F7A6A4A37574331387A5772625879315065673D3D,Оценка стоимости предприятия (бизнеса),3,2016/2017,4,38.04.02 Менеджмент,Очная,Магистр,Отчисленный
39414C6D456A755772596E732F37324A6B5552674F513D3D,6E4452304D726B7447305A6E306B4A726146307765513D3D,Ценные бумаги и управление портфелем. Часть 1,1,2015/2016,2,01.04.02 Прикладная математика и информатика,Очная,Магистр,Отчисленный
39415A314F43574969555A614F77362B7569486473673D3D,57786A4B725A396754784B776346724C6F4F31416E673D3D,Механика 2.2,4,2016/2017,2,13.03.02 Электроэнергетика и электротехника,Очная,Бакалавр,Отчисленный
39415A314F43574969555A614F77362B7569486473673D3D,57786A4B725A396754784B776346724C6F4F31416E673D3D,Релейная защита электроэнергетических систем,8,2018/2019,4,13.03.02 Электроэнергетика и электротехника,Очная,Бакалавр,Отчисленный
39415A314F43574969555A614F77362B7569486473673D3D,57786A4B725A396754784B776346724C6F4F31416E673D3D,Электрические машины,5,2017/2018,3,13.03.02 Электроэнергетика и электротехника,Очная,Бакалавр,Отчисленный
39415A314F43574969555A614F77362B7569486473673D3D,57786A4B725A396754784B776346724C6F4F31416E673D3D,Электроэнергетические системы и сети,5,2017/2018,3,13.03.02 Электроэнергетика и электротехника,Очная,Бакалавр,Отчисленный
3946484C31554D6B467759746274487945567A6A47413D3D,312F572B6A485A4E753534574A645A61726D5A4A47673D3D,Гидрогазодинамика,5,2017/2018,3,13.03.01 Теплоэнергетика и теплотехника,Очная,Бакалавр,Отчисленный
3946484C31554D6B467759746274487945567A6A47413D3D,312F572B6A485A4E753534574A645A61726D5A4A47673D3D,Математические основы теории управления,5,2017/2018,2,13.03.01 Теплоэнергетика и теплотехника,Очная,Бакалавр,Отчисленный
3946484C31554D6B467759746274487945567A6A47413D3D,312F572B6A485A4E753534574A645A61726D5A4A47673D3D,Механика 2.2,4,2016/2017,2,13.03.01 Теплоэнергетика и теплотехника,Очная,Бакалавр,Отчисленный
3946484C31554D6B467759746274487945567A6A47413D3D,312F572B6A485A4E753534574A645A61726D5A4A47673D3D,Микропроцессорные контроллеры,8,2018/2019,3,13.03.01 Теплоэнергетика и теплотехника,Очная,Бакалавр,Отчисленный
3946484C31554D6B467759746274487945567A6A47413D3D,312F572B6A485A4E753534574A645A61726D5A4A47673D3D,Прикладной системный анализ,3,2015/2016,1,13.03.01 Теплоэнергетика и теплотехника,Очная,Бакалавр,Отчисленный
3946484C31554D6B467759746274487945567A6A47413D3D,312F572B6A485A4E753534574A645A61726D5A4A47673D3D,Прикладной системный анализ,3,2016/2017,2,13.03.01 Теплоэнергетика и теплотехника,Очная,Бакалавр,Отчисленный
3946484C31554D6B467759746274487945567A6A47413D3D,312F572B6A485A4E753534574A645A61726D5A4A47673D3D,Теория автоматического управления и защит,7,2018/2019,2,13.03.01 Теплоэнергетика и теплотехника,Очная,Бакалавр,Отчисленный
